id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
88048627,1000.0,3 years,15.59,C5,6 years,debt_consolidation,675.0,Individual,FullyPaid
88262275,2500.0,3 years,6.99,A2,4 years,credit_card,700.0,Individual,FullyPaid
125989922,700.0,3 years,6.72,A3,10 years,other,815.0,Individual,FullyPaid
4298807,400.0,3 years,20.49,E1,3 years,debt_consolidation,665.0,Individual,FullyPaid
91804225,3000.0,3 years,16.99,D1,10 years,debt_consolidation,660.0,Individual,ChargedOff
2371072,1610.0,3 years,13.11,B4,2 years,credit_card,680.0,Individual,FullyPaid
88764770,250.0,3 years,9.49,B2,10 years,debt_consolidation,675.0,Individual,FullyPaid
94426541,960.0,3 years,6.99,A2,4 years,home_improvement,760.0,Individual,ChargedOff
1596175,1950.0,3 years,7.9,A4,10 years,debt_consolidation,740.0,Individual,FullyPaid
85631406,200.0,3 years,13.49,C2,6 years,car,695.0,Individual,ChargedOff
85624620,2000.0,3 years,15.59,C5,9 years,debt_consolidation,780.0,Individual,FullyPaid
95278509,1200.0,3 years,16.99,D1,10 years,debt_consolidation,685.0,Individual,FullyPaid
3705311,1200.0,3 years,6.03,A1,10 years,home_improvement,800.0,Individual,FullyPaid
5195234,1400.0,3 years,12.12,B3,5 years,debt_consolidation,660.0,Individual,FullyPaid
87957275,1540.0,5 years,10.49,B3,10 years,credit_card,690.0,Individual,FullyPaid
1477688,1200.0,3 years,14.09,B5,10 years,credit_card,695.0,Individual,FullyPaid
84373598,3145.0,3 years,15.59,C5,10 years,debt_consolidation,680.0,Individual,FullyPaid
2368392,2100.0,5 years,16.29,C4,2 years,debt_consolidation,690.0,Individual,FullyPaid
126376786,2500.0,3 years,9.44,B1,0 years,debt_consolidation,660.0,Individual,FullyPaid
88083851,1440.0,3 years,13.49,C2,6 years,debt_consolidation,670.0,Individual,FullyPaid
121316155,2800.0,5 years,23.88,E2,10 years,debt_consolidation,680.0,Individual,ChargedOff
120257709,700.0,3 years,15.05,C4,2 years,credit_card,665.0,Individual,ChargedOff
1342320,2120.0,3 years,18.25,D3,3 years,debt_consolidation,670.0,Individual,FullyPaid
5936458,1800.0,3 years,12.35,B4,10 years,debt_consolidation,700.0,Individual,FullyPaid
90290118,400.0,3 years,23.99,E2,7 years,moving,700.0,Individual,ChargedOff
88113420,400.0,3 years,13.49,C2,7 years,debt_consolidation,680.0,Individual,FullyPaid
86914781,2000.0,5 years,24.99,E4,9 years,debt_consolidation,710.0,Individual,FullyPaid
121744301,2000.0,5 years,17.09,D1,8 years,credit_card,705.0,Individual,FullyPaid
88564275,1200.0,3 years,13.49,C2,3 years,debt_consolidation,665.0,Individual,FullyPaid
90095527,800.0,3 years,8.99,B1,5 years,credit_card,670.0,Individual,FullyPaid
85300615,720.0,3 years,8.99,B1,5 years,debt_consolidation,665.0,Individual,FullyPaid
1408039,660.0,3 years,14.09,B5,3 years,debt_consolidation,680.0,Individual,FullyPaid
91313613,1000.0,3 years,7.59,A3,4 years,debt_consolidation,780.0,Individual,FullyPaid
84770016,1600.0,3 years,8.99,B1,10 years,other,725.0,Individual,FullyPaid
3382908,2000.0,5 years,22.95,F1,5 years,other,710.0,Individual,FullyPaid
5785451,2400.0,3 years,6.62,A2,10 years,debt_consolidation,755.0,Individual,FullyPaid
85207861,2600.0,3 years,8.59,A5,,debt_consolidation,705.0,Individual,FullyPaid
1247764,2160.0,3 years,18.55,D4,5 years,debt_consolidation,675.0,Individual,FullyPaid
5875541,1500.0,3 years,9.71,B1,1 year,debt_consolidation,670.0,Individual,FullyPaid
83920896,680.0,3 years,22.39,E1,4 years,debt_consolidation,670.0,Individual,ChargedOff
91192260,1000.0,3 years,11.49,B5,10 years,debt_consolidation,660.0,Individual,ChargedOff
5214857,1140.0,3 years,7.62,A3,7 years,debt_consolidation,765.0,Individual,FullyPaid
3016221,2500.0,3 years,7.62,A3,6 years,debt_consolidation,735.0,Individual,FullyPaid
3097718,2240.0,3 years,11.14,B2,8 years,debt_consolidation,695.0,Individual,FullyPaid
95191239,720.0,3 years,16.99,D1,7 years,other,765.0,Individual,FullyPaid
92667130,2500.0,3 years,6.99,A2,1 year,debt_consolidation,795.0,Individual,FullyPaid
122304398,1000.0,5 years,16.02,C5,4 years,debt_consolidation,680.0,Individual,ChargedOff
1416794,960.0,3 years,16.29,C4,2 years,credit_card,685.0,Individual,FullyPaid
91959526,2000.0,3 years,15.99,C5,3 years,credit_card,660.0,Individual,FullyPaid
91615841,150.0,3 years,13.99,C3,10 years,moving,675.0,Individual,ChargedOff
5801979,1000.0,3 years,6.62,A2,10 years,debt_consolidation,740.0,Individual,FullyPaid
84483254,500.0,3 years,9.49,B2,1 year,debt_consolidation,735.0,Individual,FullyPaid
1446303,3500.0,3 years,19.05,D4,10 years,debt_consolidation,685.0,Individual,FullyPaid
88761510,280.0,3 years,10.49,B3,2 years,debt_consolidation,700.0,Individual,FullyPaid
84939487,2400.0,3 years,10.99,B4,10 years,debt_consolidation,765.0,Individual,FullyPaid
91656268,800.0,3 years,5.32,A1,10 years,debt_consolidation,745.0,Individual,FullyPaid
124916607,440.0,3 years,15.05,C4,,debt_consolidation,665.0,Individual,ChargedOff
85674925,2400.0,5 years,10.99,B4,10 years,debt_consolidation,745.0,Individual,FullyPaid
89798352,2500.0,3 years,6.99,A2,10 years,debt_consolidation,730.0,Individual,FullyPaid
92125623,350.0,3 years,14.99,C4,4 years,debt_consolidation,680.0,Individual,FullyPaid
1315431,1200.0,3 years,13.99,C1,2 years,credit_card,690.0,Individual,FullyPaid
124452708,800.0,3 years,20.0,D4,,car,700.0,Joint App,ChargedOff
1864917,700.0,3 years,14.09,B5,10 years,debt_consolidation,680.0,Individual,FullyPaid
94381574,1600.0,3 years,11.49,B5,0 years,credit_card,660.0,Individual,FullyPaid
94356219,3500.0,3 years,28.69,F1,10 years,credit_card,690.0,Individual,FullyPaid
85597164,2500.0,5 years,13.99,C3,3 years,debt_consolidation,720.0,Individual,FullyPaid
1499162,1000.0,3 years,10.16,B1,5 years,credit_card,705.0,Individual,FullyPaid
6326653,300.0,3 years,18.25,D2,10 years,debt_consolidation,670.0,Individual,FullyPaid
1456736,1200.0,3 years,14.09,B5,10 years,debt_consolidation,690.0,Individual,FullyPaid
5176098,1600.0,5 years,23.83,F5,10 years,debt_consolidation,705.0,Individual,FullyPaid
124852610,1200.0,5 years,11.99,B5,8 years,debt_consolidation,700.0,Individual,ChargedOff
4394699,3500.0,5 years,23.28,F2,,debt_consolidation,660.0,Individual,FullyPaid
91554439,2495.0,3 years,12.74,C1,1 year,debt_consolidation,690.0,Individual,FullyPaid
85526699,1000.0,3 years,12.79,C1,8 years,debt_consolidation,675.0,Individual,FullyPaid
3152546,1680.0,5 years,15.8,C3,4 years,credit_card,680.0,Individual,ChargedOff
91207652,2685.0,3 years,10.99,B4,9 years,home_improvement,735.0,Individual,FullyPaid
85617498,707.5,3 years,7.59,A3,10 years,credit_card,680.0,Individual,FullyPaid
91844239,1000.0,3 years,11.44,B4,9 years,credit_card,685.0,Individual,ChargedOff
122672725,1000.0,5 years,25.82,E4,5 years,credit_card,735.0,Individual,FullyPaid
86644038,2000.0,3 years,11.49,B5,3 years,debt_consolidation,685.0,Individual,FullyPaid
92216775,750.0,3 years,13.49,C2,8 years,debt_consolidation,705.0,Individual,FullyPaid
2305391,500.0,3 years,15.31,C2,10 years,credit_card,675.0,Individual,FullyPaid
125142930,500.0,3 years,9.93,B2,0 years,credit_card,710.0,Individual,FullyPaid
88978148,2400.0,3 years,7.99,A4,6 years,credit_card,755.0,Individual,FullyPaid
6296721,1000.0,3 years,15.22,C3,1 year,debt_consolidation,675.0,Individual,FullyPaid
92013679,480.0,3 years,13.49,C2,2 years,debt_consolidation,680.0,Individual,FullyPaid
90698105,1260.0,3 years,11.49,B5,3 years,debt_consolidation,705.0,Individual,FullyPaid
1410517,1440.0,3 years,15.31,C2,10 years,debt_consolidation,675.0,Individual,ChargedOff
1588697,1440.0,5 years,18.75,D3,10 years,debt_consolidation,695.0,Individual,FullyPaid
3628647,2400.0,5 years,10.16,B1,4 years,credit_card,725.0,Individual,FullyPaid
123965451,1087.5,3 years,15.05,C4,10 years,debt_consolidation,680.0,Individual,FullyPaid
123073648,1000.0,5 years,7.35,A4,10 years,credit_card,760.0,Individual,FullyPaid
125515844,1500.0,5 years,13.59,C2,4 years,debt_consolidation,745.0,Individual,ChargedOff
2297154,680.0,3 years,7.62,A3,2 years,debt_consolidation,710.0,Individual,FullyPaid
3929693,1302.5,3 years,11.14,B2,4 years,debt_consolidation,685.0,Individual,FullyPaid
1283781,575.0,3 years,9.76,B1,10 years,car,710.0,Individual,FullyPaid
124938065,3500.0,3 years,5.32,A1,10 years,other,835.0,Individual,FullyPaid
83634308,700.0,3 years,12.79,C1,1 year,credit_card,675.0,Individual,ChargedOff
1492519,2400.0,5 years,18.49,D2,3 years,debt_consolidation,710.0,Individual,FullyPaid
125678079,1100.0,3 years,7.97,A5,4 years,credit_card,685.0,Individual,FullyPaid
94331098,1200.0,5 years,8.24,B1,4 years,credit_card,710.0,Individual,FullyPaid
90106042,1400.0,5 years,19.99,D4,5 years,small_business,675.0,Individual,FullyPaid
1320900,800.0,3 years,13.67,B5,,credit_card,690.0,Individual,FullyPaid
90126300,830.0,3 years,12.79,C1,10 years,debt_consolidation,665.0,Individual,FullyPaid
121718042,1700.0,3 years,10.42,B3,2 years,home_improvement,755.0,Individual,FullyPaid
125959419,1000.0,3 years,9.44,B1,9 years,debt_consolidation,720.0,Individual,FullyPaid
121861334,627.5,3 years,17.09,D1,10 years,debt_consolidation,685.0,Individual,FullyPaid
92515575,3500.0,5 years,15.99,C5,10 years,debt_consolidation,695.0,Individual,FullyPaid
6297371,2240.0,3 years,21.6,E3,2 years,credit_card,660.0,Individual,FullyPaid
89066315,2400.0,5 years,15.59,C5,3 years,debt_consolidation,695.0,Individual,FullyPaid
95835493,3000.0,5 years,26.24,E5,10 years,debt_consolidation,670.0,Individual,ChargedOff
6156327,607.5,3 years,20.31,D5,2 years,debt_consolidation,675.0,Individual,FullyPaid
88196822,700.0,3 years,19.99,D4,1 year,home_improvement,670.0,Individual,FullyPaid
122969024,550.0,3 years,9.93,B2,0 years,credit_card,665.0,Individual,FullyPaid
85704992,750.0,3 years,8.99,B1,0 years,home_improvement,685.0,Individual,FullyPaid
91306240,640.0,3 years,14.49,C4,10 years,debt_consolidation,660.0,Individual,FullyPaid
94390800,1000.0,3 years,7.99,A5,2 years,credit_card,680.0,Individual,FullyPaid
4545590,642.5,3 years,15.8,C3,0 years,debt_consolidation,670.0,Individual,ChargedOff
1557583,2620.0,5 years,21.0,E2,2 years,debt_consolidation,680.0,Individual,FullyPaid
85853693,750.0,3 years,11.49,B5,6 years,debt_consolidation,660.0,Individual,ChargedOff
2374958,1800.0,3 years,10.16,B1,6 years,debt_consolidation,680.0,Individual,FullyPaid
3697021,1350.0,3 years,11.14,B2,9 years,debt_consolidation,715.0,Individual,FullyPaid
88938989,1500.0,3 years,10.49,B3,10 years,home_improvement,665.0,Individual,FullyPaid
92074692,1400.0,5 years,11.44,B4,10 years,debt_consolidation,715.0,Individual,FullyPaid
90040421,2100.0,5 years,12.79,C1,10 years,debt_consolidation,705.0,Individual,FullyPaid
85911820,1000.0,3 years,9.49,B2,5 years,debt_consolidation,700.0,Individual,FullyPaid
94192219,800.0,3 years,18.99,D3,0 years,small_business,685.0,Individual,ChargedOff
1487225,1000.0,3 years,10.16,B1,4 years,debt_consolidation,705.0,Individual,FullyPaid
126352229,400.0,3 years,12.62,C1,3 years,car,695.0,Individual,FullyPaid
3695606,3500.0,5 years,21.98,E4,10 years,debt_consolidation,670.0,Individual,FullyPaid
5784853,800.0,3 years,7.62,A3,10 years,credit_card,710.0,Individual,FullyPaid
125602695,1600.0,3 years,10.91,B4,4 years,debt_consolidation,690.0,Individual,FullyPaid
92035828,660.0,3 years,11.49,B5,6 years,credit_card,685.0,Individual,FullyPaid
1397905,2400.0,3 years,15.8,C3,10 years,debt_consolidation,705.0,Individual,FullyPaid
1579960,1200.0,3 years,7.9,A4,8 years,credit_card,720.0,Individual,FullyPaid
88208434,840.0,3 years,13.49,C2,4 years,debt_consolidation,680.0,Individual,ChargedOff
1826573,1000.0,3 years,11.14,B2,2 years,credit_card,715.0,Individual,FullyPaid
4184759,2400.0,3 years,6.03,A1,10 years,debt_consolidation,785.0,Individual,FullyPaid
90631183,3500.0,3 years,13.99,C3,7 years,credit_card,690.0,Individual,FullyPaid
1445934,2000.0,3 years,10.16,B1,10 years,debt_consolidation,730.0,Individual,FullyPaid
4174899,3500.0,5 years,17.27,C5,5 years,credit_card,710.0,Individual,FullyPaid
125710093,885.0,3 years,10.42,B3,10 years,credit_card,680.0,Individual,FullyPaid
88165623,1120.0,3 years,13.99,C3,0 years,other,675.0,Individual,FullyPaid
91965058,800.0,3 years,21.49,D5,0 years,other,695.0,Individual,FullyPaid
124898054,1600.0,5 years,30.75,F5,5 years,debt_consolidation,715.0,Joint App,FullyPaid
1297833,700.0,3 years,13.99,C1,10 years,home_improvement,670.0,Individual,ChargedOff
1486504,1600.0,5 years,18.75,D3,5 years,credit_card,695.0,Individual,FullyPaid
88392875,1800.0,3 years,11.39,B3,10 years,home_improvement,720.0,Individual,FullyPaid
86862495,1500.0,3 years,7.59,A3,10 years,debt_consolidation,785.0,Individual,FullyPaid
121768086,2100.0,3 years,15.05,C4,10 years,debt_consolidation,700.0,Joint App,FullyPaid
1325609,650.0,3 years,13.11,B4,0 years,other,690.0,Individual,FullyPaid
1211133,2400.0,5 years,13.67,B5,9 years,debt_consolidation,735.0,Individual,FullyPaid
3915835,395.0,3 years,17.77,D1,5 years,debt_consolidation,660.0,Individual,FullyPaid
5789837,700.0,3 years,17.77,D1,10 years,debt_consolidation,680.0,Individual,FullyPaid
3383625,1000.0,3 years,14.33,C1,5 years,debt_consolidation,665.0,Individual,FullyPaid
124932567,2335.0,3 years,9.93,B2,10 years,debt_consolidation,730.0,Individual,FullyPaid
1110594,2300.0,5 years,16.77,D2,4 years,debt_consolidation,720.0,Individual,ChargedOff
95917982,3500.0,3 years,10.49,B2,9 years,credit_card,705.0,Individual,FullyPaid
1242351,320.0,3 years,13.67,B5,5 years,credit_card,670.0,Individual,FullyPaid
85703447,1600.0,3 years,8.99,B1,10 years,credit_card,730.0,Individual,ChargedOff
122664755,480.0,3 years,14.08,C3,0 years,debt_consolidation,740.0,Individual,FullyPaid
6288235,577.5,3 years,9.71,B1,1 year,credit_card,690.0,Individual,FullyPaid
84435809,2100.0,5 years,15.59,C5,0 years,debt_consolidation,700.0,Individual,ChargedOff
3849848,970.0,3 years,17.27,C5,3 years,debt_consolidation,690.0,Individual,FullyPaid
1411292,1000.0,3 years,10.16,B1,10 years,debt_consolidation,720.0,Individual,FullyPaid
5041469,737.5,3 years,16.29,C4,6 years,credit_card,670.0,Individual,ChargedOff
91141414,740.0,3 years,13.49,C2,4 years,major_purchase,675.0,Individual,FullyPaid
1955042,400.0,3 years,12.12,B3,2 years,major_purchase,680.0,Individual,FullyPaid
3217823,1500.0,3 years,11.14,B2,10 years,debt_consolidation,680.0,Individual,FullyPaid
90736555,1085.0,3 years,13.99,C3,10 years,credit_card,665.0,Individual,FullyPaid
86012147,3500.0,3 years,16.99,D1,9 years,debt_consolidation,675.0,Individual,FullyPaid
91241275,900.0,3 years,7.59,A3,10 years,debt_consolidation,740.0,Individual,FullyPaid
86001688,2400.0,3 years,12.79,C1,4 years,debt_consolidation,765.0,Individual,FullyPaid
1866501,600.0,3 years,14.09,B5,0 years,small_business,685.0,Individual,FullyPaid
1477408,2050.0,3 years,14.09,B5,2 years,debt_consolidation,715.0,Individual,FullyPaid
3056083,2400.0,3 years,11.14,B2,7 years,debt_consolidation,675.0,Individual,ChargedOff
91448221,500.0,3 years,13.49,C2,4 years,debt_consolidation,680.0,Individual,FullyPaid
90235529,1600.0,5 years,14.49,C4,6 years,debt_consolidation,715.0,Individual,FullyPaid
3702655,1185.0,3 years,11.14,B2,9 years,credit_card,680.0,Individual,FullyPaid
95022891,1800.0,5 years,11.39,B3,3 years,debt_consolidation,715.0,Individual,FullyPaid
3163848,1040.0,3 years,13.11,B4,2 years,debt_consolidation,660.0,Individual,FullyPaid
122241829,1400.0,5 years,16.02,C5,7 years,debt_consolidation,720.0,Joint App,FullyPaid
2476038,1500.0,3 years,11.14,B2,10 years,home_improvement,685.0,Individual,FullyPaid
88813405,3000.0,3 years,15.59,C5,9 years,debt_consolidation,680.0,Individual,FullyPaid
1073972,460.0,3 years,6.62,A2,2 years,debt_consolidation,760.0,Individual,FullyPaid
1678893,1000.0,3 years,15.8,C3,1 year,credit_card,685.0,Individual,FullyPaid
2275962,300.0,3 years,11.14,B2,0 years,moving,740.0,Individual,FullyPaid
5038571,1200.0,5 years,19.72,D5,1 year,major_purchase,670.0,Individual,FullyPaid
4311060,1600.0,3 years,18.75,D3,3 years,debt_consolidation,685.0,Individual,FullyPaid
2474732,1500.0,5 years,16.29,C4,3 years,debt_consolidation,685.0,Individual,FullyPaid
121842491,500.0,3 years,16.02,C5,0 years,house,660.0,Individual,FullyPaid
1199228,2000.0,3 years,8.9,A5,3 years,car,740.0,Individual,FullyPaid
84534631,637.5,3 years,13.99,C3,1 year,debt_consolidation,700.0,Individual,FullyPaid
4797385,1200.0,3 years,14.33,C1,10 years,debt_consolidation,670.0,Individual,FullyPaid
95057486,2600.0,5 years,21.49,D5,6 years,debt_consolidation,675.0,Individual,FullyPaid
4934585,3500.0,5 years,22.47,E5,2 years,credit_card,675.0,Individual,ChargedOff
94516120,2000.0,3 years,11.49,B5,10 years,debt_consolidation,675.0,Individual,FullyPaid
93871207,1500.0,3 years,10.49,B2,,debt_consolidation,680.0,Individual,FullyPaid
5525930,2000.0,3 years,20.49,E1,10 years,home_improvement,685.0,Individual,ChargedOff
91924581,1600.0,3 years,12.74,C1,10 years,debt_consolidation,685.0,Individual,ChargedOff
6314953,1682.5,5 years,13.05,B5,9 years,debt_consolidation,760.0,Individual,FullyPaid
87987417,3485.0,5 years,26.49,F2,10 years,debt_consolidation,770.0,Individual,FullyPaid
91182786,800.0,3 years,8.99,B1,6 years,debt_consolidation,660.0,Individual,FullyPaid
1302961,550.0,3 years,13.67,B5,0 years,credit_card,665.0,Individual,FullyPaid
91824472,2000.0,3 years,15.99,C5,5 years,debt_consolidation,670.0,Individual,ChargedOff
84484893,1440.0,3 years,10.49,B3,10 years,credit_card,665.0,Individual,FullyPaid
1331991,1600.0,3 years,7.9,A4,0 years,debt_consolidation,735.0,Individual,FullyPaid
4767044,800.0,3 years,17.27,C5,10 years,debt_consolidation,685.0,Individual,FullyPaid
3667088,2480.0,5 years,13.11,B4,10 years,debt_consolidation,700.0,Individual,ChargedOff
84616838,1050.0,5 years,24.99,E4,10 years,other,660.0,Individual,ChargedOff
121338068,1600.0,5 years,19.03,D3,5 years,debt_consolidation,660.0,Individual,FullyPaid
93475140,240.0,3 years,13.49,C2,4 years,home_improvement,665.0,Individual,ChargedOff
90164623,800.0,3 years,8.99,B1,2 years,debt_consolidation,685.0,Individual,FullyPaid
1459883,1600.0,5 years,21.98,E4,2 years,debt_consolidation,660.0,Individual,ChargedOff
95230185,1535.0,3 years,16.99,D1,6 years,credit_card,670.0,Individual,FullyPaid
84487336,2300.0,3 years,7.99,A4,,credit_card,735.0,Individual,FullyPaid
1223547,1000.0,3 years,10.74,B2,4 years,debt_consolidation,720.0,Individual,FullyPaid
86061991,2400.0,5 years,12.79,C1,10 years,debt_consolidation,680.0,Individual,FullyPaid
88915624,800.0,3 years,21.49,D5,5 years,debt_consolidation,675.0,Individual,FullyPaid
6135052,3500.0,5 years,15.22,C3,0 years,home_improvement,745.0,Individual,FullyPaid
90031075,600.0,3 years,10.99,B4,4 years,debt_consolidation,670.0,Individual,FullyPaid
125243425,900.0,3 years,6.72,A3,2 years,debt_consolidation,775.0,Individual,FullyPaid
5084869,680.0,3 years,7.62,A3,3 years,debt_consolidation,750.0,Individual,FullyPaid
84506018,600.0,3 years,11.49,B5,1 year,vacation,670.0,Individual,FullyPaid
1469273,1400.0,3 years,15.31,C2,8 years,home_improvement,680.0,Individual,ChargedOff
87025829,1250.0,5 years,19.99,D4,0 years,other,690.0,Individual,FullyPaid
3921980,2400.0,5 years,16.29,C4,10 years,debt_consolidation,705.0,Individual,FullyPaid
1814833,2400.0,3 years,8.9,A5,4 years,debt_consolidation,730.0,Individual,FullyPaid
94030963,2000.0,3 years,14.99,C4,6 years,debt_consolidation,665.0,Individual,FullyPaid
4234949,3430.0,3 years,20.49,E1,0 years,major_purchase,660.0,Individual,FullyPaid
91678001,2000.0,3 years,7.99,A5,0 years,credit_card,715.0,Joint App,FullyPaid
95338641,320.0,3 years,11.39,B3,0 years,credit_card,735.0,Individual,FullyPaid
